carat,cut,color,clarity,depth,table,price,x,y,z
1.26,Ideal,G,VVS2,61.4,55,12066,6.96,6.99,4.29
0.33,Ideal,G,VS2,62.2,56,579,4.44,4.47,2.77
2.26,Premium,H,SI2,61.1,57,13885,8.45,8.4,5.15
1.01,Good,G,SI2,63.7,56,4211,6.26,6.34,4.01
0.52,Ideal,E,SI2,61,57,1412,5.18,5.21,3.17
1.16,Premium,F,VS2,62.7,58,7003,6.71,6.65,4.19
0.72,Ideal,H,VVS2,60.9,56,3475,5.78,5.84,3.54
1.08,Very Good,H,SI1,61.8,53,5375,6.62,6.63,4.09
0.91,Premium,D,VS2,62,60,4969,6.23,6.19,3.85
0.91,Very Good,F,SI1,63.7,58,3991,6.08,6.11,3.88
0.44,Ideal,E,VS2,61.9,55,1003,4.86,4.89,3.02
1.32,Very Good,H,SI1,62.8,56,7283,6.94,7,4.38
0.33,Premium,E,SI2,59.7,58,463,4.48,4.53,2.69
0.58,Good,G,SI1,63.8,56,1388,5.3,5.33,3.39
0.23,Very Good,G,VVS2,62.8,55,431,3.93,3.95,2.47
0.31,Ideal,F,VS2,62.6,57,625,4.29,4.33,2.7
0.86,Ideal,G,VS1,62.2,57,4420,6.05,6.1,3.78
0.71,Good,H,SI1,63.5,57,2096,5.64,5.67,3.59
0.45,Very Good,G,VVS1,62.2,58,1327,4.9,4.97,3.07
1.03,Premium,E,SI2,62,59,4974,6.49,6.42,4
0.7,Good,D,SI1,64.2,62,2318,5.52,5.48,3.53
1.03,Ideal,H,SI1,62.2,56,5005,6.45,6.51,4.03
1.14,Ideal,I,VS1,61.7,53,5863,6.75,6.77,4.17
1.4,Ideal,H,SI1,62.4,56,8075,7.11,7.18,4.46
0.51,Premium,G,VVS2,60.9,61,2035,5.17,5.11,3.13
0.34,Ideal,H,VS1,62.2,55,620,4.47,4.49,2.79
0.53,Ideal,E,SI1,61.9,55,1435,5.18,5.22,3.22
0.56,Ideal,E,SI1,61.3,56,1405,5.28,5.32,3.25
0.57,Ideal,F,VS2,60.7,56,2096,5.37,5.41,3.27
0.3,Ideal,D,VS2,61.3,56,670,4.32,4.36,2.66
1.23,Ideal,H,SI1,61.7,55,6750,6.94,6.9,4.27
1,Fair,I,I1,65.4,57,2112,6.28,6.2,4.08
0.7,Premium,F,SI1,62.5,59,2354,5.67,5.65,3.54
0.41,Ideal,G,SI1,61.6,55,964,4.81,4.84,2.97
1.7,Premium,G,SI2,61.9,58,10472,7.61,7.57,4.7
0.53,Ideal,H,VS1,61.2,56,1607,5.26,5.21,3.2
0.38,Very Good,F,VS2,61.9,54.6,906,4.64,4.68,2.89
0.42,Very Good,I,SI1,61,55.8,712,4.83,4.86,2.96
1.5,Ideal,I,I1,61.8,57,5412,7.31,7.39,4.54
0.81,Premium,G,SI2,62.5,57,2515,5.95,5.89,3.7
0.34,Ideal,F,VS2,62.1,56,880,4.51,4.47,2.79
0.31,Ideal,G,IF,61.4,55,891,4.36,4.4,2.69
0.32,Premium,F,SI1,59.3,58,684,4.5,4.47,2.66
0.92,Premium,G,SI1,61.5,60,3751,6.26,6.19,3.83
1.16,Ideal,G,VS2,62.5,56,7451,6.67,6.73,4.19
1.34,Ideal,H,IF,60.9,57,11109,7.09,7.19,4.35
0.76,Premium,F,SI2,62.7,55,2491,5.83,5.74,3.63
1.5,Premium,J,SI1,61.2,61,7518,7.43,7.37,4.53
0.25,Very Good,F,VS1,61.2,59,435,4.02,4.05,2.47
0.38,Ideal,H,VVS2,61.6,56,794,4.67,4.72,2.89
0.8,Good,G,SI1,65.3,57,2662,5.78,5.85,3.8
1.01,Very Good,I,SI2,61.5,62,3299,6.37,6.41,3.93
0.51,Ideal,I,VS2,62.1,54,1131,5.12,5.16,3.19
1.53,Ideal,F,SI1,62.6,55,12415,7.39,7.37,4.62
1,Premium,H,VS2,59.4,61,5572,6.51,6.46,3.85
2.3,Ideal,I,SI2,61.8,57,16329,8.48,8.45,5.23
0.38,Very Good,E,VVS1,60,59,1053,4.66,4.68,2.8
1.26,Ideal,H,VS1,61.5,59,7845,6.94,6.91,4.26
0.41,Premium,E,VS1,62,60,1153,4.78,4.74,2.95
0.31,Premium,G,VS1,61.2,60,625,4.37,4.39,2.68
0.51,Ideal,D,VS1,62.4,57,1779,5.09,5.13,3.19
0.43,Very Good,D,SI2,61.1,58,716,4.86,4.9,2.98
1.14,Ideal,G,IF,61.1,57,10313,6.7,6.76,4.11
0.56,Premium,E,VS2,61,62,1882,5.36,5.28,3.24
0.7,Very Good,F,VVS2,60.5,60,3205,5.7,5.73,3.46
0.9,Very Good,D,SI1,64.2,55,4523,6.09,6.16,3.93
0.95,Premium,H,SI2,58.8,60,3652,6.45,6.38,3.77
0.7,Ideal,F,SI1,62.2,57,2230,5.67,5.74,3.55
2.74,Fair,J,I1,64.9,61,8807,8.76,8.66,5.65
0.57,Good,F,SI2,61.9,57.7,1280,5.32,5.34,3.3
0.3,Very Good,H,VS1,60.4,61,526,4.27,4.31,2.59
1,Premium,G,SI2,59.1,59,3696,6.54,6.5,3.85
1.05,Very Good,E,VS2,61.6,58,6803,6.48,6.53,4.01
0.59,Ideal,G,VS1,62.1,55,2018,5.4,5.35,3.34
0.53,Premium,H,SI1,59.4,60,1242,5.26,5.24,3.12
0.74,Ideal,E,VVS2,62.2,57,4082,5.78,5.83,3.61
0.3,Ideal,H,VVS2,61.3,56,605,4.33,4.35,2.66
2.02,Premium,J,VS2,62,59,13812,8.08,8.06,5
1.1,Ideal,H,SI2,63.1,58,4725,6.54,6.53,4.12
2.29,Premium,J,IF,61.4,60,18594,8.49,8.45,5.2
0.52,Ideal,I,SI2,61.9,55,1125,5.17,5.23,3.22
0.7,Fair,E,SI2,65,54,2600,5.56,5.52,3.6
1.02,Ideal,I,SI2,60.7,57,3856,6.57,6.54,3.98
1.14,Ideal,E,VVS2,62.3,55,10512,6.68,6.71,4.17
2.24,Ideal,I,SI2,62.1,53.6,15730,8.38,8.41,5.21
0.41,Ideal,E,VVS2,61.6,56,1243,4.8,4.78,2.95
1.08,Very Good,H,VVS1,63.1,57,6623,6.57,6.52,4.13
0.36,Premium,E,SI2,61.5,58,648,4.61,4.56,2.82
1.07,Premium,H,SI1,62.9,61,4440,6.47,6.41,4.05
0.38,Premium,D,VS1,61.2,58,1140,4.68,4.63,2.85
0.31,Very Good,E,VS2,61.7,58,680,4.31,4.34,2.67
0.9,Premium,D,SI2,59.8,61,3780,6.21,6.17,3.7
1.22,Premium,I,SI2,61.7,59,4735,6.84,6.8,4.21
0.54,Ideal,F,VS2,60.1,56,1662,5.28,5.31,3.18
1,Good,G,VS1,63.6,59,6349,6.3,6.34,4.02
0.73,Ideal,I,VS1,62.1,54,2167,5.77,5.8,3.59
0.31,Ideal,I,VS2,59.9,57,558,4.4,4.38,2.63
0.43,Premium,H,I1,62,59,581,4.83,4.78,2.98
1.05,Ideal,D,SI1,60,55,5104,6.66,6.61,3.98
0.35,Premium,E,SI2,61.5,59,630,4.56,4.52,2.79
0.61,Ideal,F,VS1,62.3,55,2366,5.46,5.49,3.41
0.72,Premium,E,VS2,60.3,59,2822,5.84,5.8,3.51
0.26,Good,D,VVS2,63.6,56,564,4.06,4.09,2.59
0.3,Premium,H,VVS2,61,61,776,4.32,4.3,2.63
0.4,Ideal,F,VS1,61.8,54,917,4.75,4.77,2.94
2.08,Good,I,SI2,63.8,58,14084,8.1,8.02,5.14
0.33,Ideal,G,VS1,61.9,56,854,4.48,4.44,2.76
1.02,Ideal,H,SI1,61.9,57,5014,6.46,6.4,3.98
0.38,Ideal,I,VVS2,62.6,54,983,4.65,4.62,2.9
1.04,Premium,G,VS2,62.5,58,6290,6.47,6.43,4.03
2.15,Ideal,H,SI2,60.3,59,16146,8.34,8.41,5.05
0.4,Very Good,E,SI1,63.2,58,882,4.7,4.66,2.96
1.01,Premium,D,SI1,62.8,58,4751,6.37,6.3,3.98
0.31,Ideal,E,IF,61,57,1319,4.36,4.39,2.67
0.32,Premium,F,VS2,59.5,61,828,4.46,4.42,2.64
1.56,Ideal,F,SI2,61.2,55,10571,7.47,7.57,4.6
0.38,Premium,H,VS2,63,56,898,4.61,4.57,2.89
0.55,Good,D,SI2,63.2,56,1272,5.21,5.24,3.3
0.23,Premium,E,VS2,62.4,60,513,3.92,3.9,2.44
0.59,Ideal,F,VVS2,61.2,56,2345,5.45,5.43,3.33
0.59,Premium,E,SI1,61.8,60,1664,5.33,5.39,3.31
1.13,Fair,H,I1,64.8,59,2968,6.52,6.42,4.19
1.04,Very Good,G,SI2,60.6,57,4703,6.56,6.6,3.99
0.9,Ideal,E,SI2,61.7,56,4034,6.21,6.26,3.85
1.23,Ideal,H,VS2,62.2,55,7130,6.81,6.85,4.25
1.51,Ideal,G,VS2,59.8,57,13214,7.48,7.53,4.48
0.7,Premium,J,SI1,61.3,59,1735,5.73,5.75,3.52
0.58,Ideal,E,VS2,60.9,59,1698,5.36,5.44,3.29
1,Very Good,H,VVS1,62.3,60,6022,6.28,6.36,3.94
0.42,Ideal,D,VS1,61.5,54,1235,4.84,4.79,2.96
0.53,Premium,E,VS2,60.9,60,1813,5.22,5.16,3.16
1,Fair,G,SI1,66.2,58,4295,6.25,6.15,4.11
1,Premium,G,SI1,62.2,58,5292,6.45,6.37,3.99
0.96,Premium,H,SI1,62.7,58,3768,6.27,6.24,3.92
0.32,Premium,H,SI1,60.9,60,591,4.43,4.4,2.69
1,Fair,E,VS2,57.3,64,6285,6.59,6.46,3.79
0.35,Ideal,J,IF,61.8,53,569,4.58,4.61,2.84
1.5,Ideal,G,SI1,61,57,12009,7.38,7.41,4.51
0.41,Very Good,E,SI2,62.9,58,683,4.74,4.77,2.99
1.01,Ideal,E,SI1,62.4,56,5599,6.43,6.39,4
1.35,Ideal,G,VS1,62.7,57,10850,7.07,7.02,4.42
1.05,Premium,H,SI1,61.9,58,4608,6.45,6.5,4.01
0.31,Ideal,D,SI1,62.7,56,571,4.32,4.36,2.72
0.4,Ideal,H,VVS1,62.1,57,913,4.68,4.72,2.92
0.33,Ideal,G,VS1,62.4,56,666,4.43,4.45,2.77
0.7,Good,F,SI1,57.2,63,2401,5.84,5.87,3.35
1.2,Ideal,F,VS2,62.3,55,8334,6.79,6.83,4.24
1,Ideal,G,VS1,62.5,54,7648,6.4,6.44,4.01
0.41,Good,I,VVS2,63.9,55,827,4.71,4.74,3.02
1.31,Ideal,H,VS1,61.5,55,8583,7.05,7.02,4.33
0.3,Very Good,D,SI1,62.2,61,552,4.24,4.28,2.65
0.57,Ideal,H,VS1,61.7,54,1554,5.33,5.36,3.3
1,Ideal,G,VS2,62.6,57,5967,6.47,6.4,4.03
0.93,Very Good,E,SI1,63.1,57,4531,6.19,6.17,3.9
1.58,Fair,H,SI1,64.7,58,7333,7.28,7.22,4.69
0.41,Good,I,VVS2,63.5,57,827,4.72,4.76,3.01
0.23,Good,E,VVS1,62.8,62,462,3.9,3.93,2.46
1.01,Very Good,G,SI1,63.4,58,4672,6.33,6.28,4
1,Ideal,D,SI1,62.7,56,5755,6.39,6.43,4.02
1.35,Premium,G,SI1,62.4,58,5799,7.07,6.97,4.38
0.54,Fair,F,SI1,64.8,59,1944,5.11,5.05,3.29
1.6,Ideal,H,VS2,61.2,57,8709,7.57,7.5,4.61
0.61,Ideal,F,VVS2,61.4,56,3248,5.44,5.49,3.36
1.21,Very Good,I,VS1,60.6,60,5726,6.89,6.85,4.16
2.01,Good,I,VS2,63.6,57,16149,7.95,7.87,5.03
2.23,Premium,J,SI1,62.4,59,14129,8.33,8.36,5.21
0.7,Ideal,I,SI1,59.9,59,2083,5.75,5.8,3.46
1.55,Ideal,J,SI2,62,56,6805,7.42,7.38,4.59
1.23,Premium,H,SI1,62.1,58,5183,6.85,6.78,4.23
0.37,Very Good,E,SI1,61.4,60,593,4.6,4.62,2.83
0.73,Ideal,G,SI2,61.1,57,2376,5.8,5.82,3.55
0.35,Very Good,H,VVS1,60.1,62,745,4.52,4.57,2.73
0.81,Ideal,E,VS2,62,55,3601,5.97,5.99,3.71
0.9,Very Good,E,SI1,63,56,4315,6.11,6.15,3.86
0.64,Ideal,D,VVS1,61.5,56,4281,5.57,5.59,3.43
0.3,Very Good,E,VS2,62.1,62,575,4.21,4.26,2.63
0.38,Premium,E,VVS1,61.9,58,1327,4.66,4.62,2.87
1.07,Ideal,H,SI1,61,56,5281,6.6,6.68,4.05
1.11,Premium,I,SI2,61.5,58,4196,6.65,6.61,4.08
0.41,Very Good,G,VS2,61,56,827,4.81,4.83,2.94
1.01,Fair,F,VS2,64.8,56,4791,6.3,6.25,4.07
0.31,Ideal,H,SI2,61.1,56,421,4.4,4.42,2.69
0.9,Very Good,G,SI2,60.8,57,3909,6.2,6.24,3.78
1.29,Premium,F,SI1,62.5,60,7730,6.97,6.91,4.34
0.31,Ideal,D,SI1,62.6,56,732,4.36,4.33,2.72
0.43,Premium,E,SI2,61.8,60,882,4.85,4.83,2.99
0.37,Ideal,J,IF,61.9,54,601,4.63,4.68,2.88
0.24,Very Good,E,VS1,62.4,59,419,3.94,3.98,2.47
0.4,Ideal,D,SI1,60.8,57,772,4.77,4.81,2.91
0.71,Good,I,VS2,64,59,1840,5.61,5.55,3.57
1.13,Ideal,F,VVS1,61.7,56,11051,6.68,6.75,4.14
0.8,Ideal,D,SI1,61.7,56,3195,5.96,6,3.69
1.41,Very Good,F,SI2,61.4,59,7215,7.17,7.2,4.41
1.51,Good,F,SI2,63.4,57,9301,7.25,7.29,4.61
2,Premium,G,SI2,60.7,60,10833,8.13,8.07,4.92
1.09,Ideal,G,VS1,62.5,56,6856,6.63,6.55,4.12
0.31,Good,J,VS1,61.9,61,412,4.29,4.34,2.67
0.42,Very Good,G,VS1,60.6,58,921,4.82,4.95,2.96
0.5,Very Good,D,SI1,60.6,59,1376,5.08,5.12,3.09
1.53,Good,E,SI2,57.1,56,7643,7.69,7.65,4.38
1.05,Ideal,D,VS1,60.5,57,8820,6.61,6.58,3.99
0.71,Ideal,G,VVS1,61.2,56,4015,5.75,5.81,3.54
0.76,Premium,E,VS2,60.1,59,3192,6.01,5.97,3.6
0.41,Premium,D,VS2,62.4,60,1007,4.71,4.75,2.95
0.41,Very Good,D,VS2,61.7,54,939,4.77,4.82,2.96
2.03,Very Good,I,VS2,59.9,57,17297,8.14,8.25,4.91
1.01,Fair,G,VS2,64.5,57,5538,6.26,6.2,4.02
0.38,Premium,H,VVS1,59.1,58,1033,4.76,4.71,2.8
2.04,Very Good,I,VS2,60.3,59,17315,8.18,8.2,4.94
0.91,Premium,F,SI2,59.8,58,2564,6.29,6.26,3.75
0.32,Premium,F,VS2,60.2,59,828,4.43,4.4,2.66
0.42,Ideal,H,VS2,62.9,56,992,4.79,4.72,2.99
1.31,Premium,H,SI2,61.4,60,6236,7.04,7,4.31
0.74,Premium,F,VS2,62.3,58,2560,5.77,5.72,3.58
0.35,Ideal,D,VS2,60.6,56,829,4.54,4.57,2.76
1.72,Ideal,J,SI1,62,57,8900,7.66,7.62,4.74
2.11,Ideal,H,SI2,60,56,12226,8.43,8.35,5.03
0.81,Ideal,F,SI2,58.8,57,2761,6.14,6.11,3.6
1.17,Premium,I,SI1,62.6,58,4914,6.71,6.64,4.18
0.33,Very Good,D,VVS1,61.2,59,948,4.4,4.43,2.7
0.31,Good,D,VS2,63.6,56,567,4.26,4.32,2.73
0.72,Ideal,G,VS2,62.7,56,2578,5.72,5.76,3.6
0.61,Very Good,I,VVS2,62,54.4,1773,5.47,5.51,3.4
2.13,Good,H,SI2,59.2,58,16062,8.35,8.41,4.96
1,Premium,F,VS1,61.3,59,6692,6.45,6.42,3.95
0.7,Good,F,SI1,63.8,58,2121,5.56,5.67,3.58
1.04,Ideal,F,IF,61.8,55,10787,6.49,6.56,4.03
0.91,Ideal,E,SI1,61.2,58,4513,6.24,6.3,3.84
0.51,Very Good,E,VS1,62.8,57.1,1970,5.07,5.1,3.2
0.37,Premium,G,VVS2,59.1,60,1082,4.71,4.69,2.78
1.5,Premium,H,SI1,61,60,9820,7.33,7.27,4.45
0.55,Ideal,E,SI1,60.7,57,1551,5.27,5.3,3.21
0.54,Ideal,G,VVS2,61.7,57,1914,5.23,5.26,3.23
0.6,Good,I,VS1,60.1,62,1378,5.42,5.49,3.28
1.13,Ideal,G,VS2,62.1,53,7140,6.69,6.74,4.17
1.01,Good,D,SI1,61.7,62,5443,6.3,6.34,3.9
0.4,Good,E,SI1,63.5,55,687,4.67,4.71,2.98
1.21,Ideal,F,VS2,62.9,54,8557,6.82,6.78,4.28
0.7,Ideal,H,SI1,61.2,58,2138,5.74,5.77,3.52
0.36,Ideal,D,VS2,61.7,55,852,4.58,4.6,2.83
0.33,Ideal,H,VS2,60.6,56,539,4.51,4.54,2.74
0.36,Ideal,E,SI1,62.1,56,810,4.59,4.56,2.84
0.59,Ideal,H,SI2,61.9,55,1292,5.37,5.39,3.33
0.32,Ideal,H,SI2,61.9,54,420,4.42,4.46,2.75
0.9,Premium,I,SI1,60.9,56,2947,6.26,6.21,3.8
0.7,Premium,G,VS2,61.3,58,2596,5.74,5.68,3.5
0.5,Premium,E,SI1,62.4,61,1348,5.1,4.98,3.15
1.61,Ideal,F,VS2,62.9,56,15426,7.52,7.46,4.71
1.25,Premium,H,SI1,60.7,58,5027,7.04,6.99,4.26
0.82,Premium,D,SI2,61.7,56,3159,6.01,5.99,3.7
0.57,Good,H,SI1,63.1,54,1218,5.28,5.3,3.34
1.01,Ideal,E,SI1,61.8,57,5262,6.39,6.49,3.98
0.52,Good,G,SI1,63.3,55,1244,5.07,5.1,3.22
0.66,Good,F,VS2,61.5,60.8,2275,5.55,5.6,3.43
0.24,Very Good,D,VVS2,59.5,62,521,4.04,4.06,2.41
0.33,Ideal,E,VS2,62.1,56,723,4.4,4.45,2.75
0.24,Very Good,E,VVS2,58.9,63,485,4.05,4.07,2.39
0.79,Ideal,G,SI2,60.8,57,2453,5.99,5.96,3.63
0.63,Premium,D,VS1,59.2,61,2554,5.6,5.55,3.3
1.01,Premium,H,SI2,61.6,59,4166,6.39,6.44,3.95
0.41,Premium,E,VS1,61.9,59,1079,4.77,4.8,2.96
0.35,Good,H,SI1,63.2,57,504,4.48,4.51,2.84
0.29,Ideal,G,VVS2,61.4,57,607,4.27,4.3,2.63
1.43,Premium,G,VS2,62.2,58,10609,7.18,7.15,4.46
0.27,Very Good,F,VS1,62.4,55,429,4.12,4.15,2.58
0.55,Premium,D,SI1,62.7,59,1580,5.22,5.25,3.28
0.33,Ideal,E,VVS2,60.7,55,898,4.49,4.5,2.73
0.82,Ideal,G,SI2,61.6,56,2692,5.98,6.04,3.7
0.33,Premium,H,VS1,62.1,59,579,4.43,4.46,2.76
0.71,Ideal,H,VS1,61.8,55,3229,5.72,5.77,3.55
0.4,Ideal,E,VVS2,61.8,55,1238,4.78,4.74,2.94
0.3,Premium,G,VVS2,62,58,878,4.29,4.26,2.65
0.34,Ideal,D,VVS2,61.8,55,1130,4.46,4.48,2.76
0.74,Good,D,SI1,63.1,59,2753,5.71,5.74,3.61
0.74,Very Good,I,VS2,60.9,56,2459,5.83,5.86,3.56
0.53,Ideal,H,SI2,61.5,56,1000,5.21,5.23,3.21
1.01,Good,D,VS1,61.1,56,6612,6.36,6.43,3.91
0.7,Ideal,H,VVS1,60.5,58,2947,5.76,5.81,3.5
0.71,Very Good,I,VS2,62.8,59,2185,5.64,5.67,3.55
1.01,Premium,G,VS1,60.9,58,6759,6.43,6.47,3.93
0.32,Very Good,G,VVS2,62.6,54,672,4.37,4.39,2.74
0.71,Fair,G,SI1,65.5,55,2300,5.59,5.56,3.65
0.34,Ideal,G,IF,60.1,57,1084,4.58,4.54,2.74
0.43,Premium,H,SI1,61.5,58,919,4.86,4.8,2.97
0.51,Ideal,F,VS2,61.3,56,1562,5.14,5.11,3.14
1.5,Premium,G,VS2,60.5,59,13112,7.39,7.35,4.46
0.51,Premium,F,SI1,61.4,59,1421,5.13,5.13,3.16
0.42,Ideal,I,VS2,61,54,807,4.84,4.87,2.96
1.11,Premium,I,VS2,63,53,4744,6.64,6.59,4.17
0.71,Fair,F,SI1,57,62,2149,5.84,5.87,3.34
1.12,Premium,H,SI2,62.4,58,4250,6.63,6.58,4.12
0.3,Ideal,E,VS2,62.5,56,658,4.28,4.3,2.68
0.41,Ideal,D,VS1,62.8,57,1230,4.76,4.73,2.98
0.43,Ideal,E,VS2,61.9,56,981,4.85,4.88,3.01
0.3,Premium,D,SI2,61.2,60,574,4.31,4.28,2.63
0.41,Premium,D,SI2,62.3,58,876,4.77,4.74,2.96
0.35,Good,E,VS1,59.4,55,851,4.6,4.62,2.74
0.3,Very Good,H,SI1,63,54,421,4.27,4.3,2.7
0.38,Very Good,F,SI2,61,61,600,4.61,4.67,2.83
0.3,Good,E,SI1,63.2,56,526,4.27,4.3,2.71
1.01,Premium,F,SI2,61.1,57,3903,6.48,6.44,3.95
0.32,Ideal,H,VVS1,62,55,708,4.42,4.45,2.75
0.71,Premium,F,SI2,60.2,60,2137,5.8,5.77,3.48
0.54,Ideal,H,VS1,60.9,55,1762,5.28,5.3,3.22
0.51,Very Good,G,VS2,62.7,57,1438,5.05,5.12,3.19
0.92,Good,E,SI1,63.2,58,4258,6.16,6.18,3.9
1.5,Very Good,D,SI2,58.7,57,9009,7.42,7.48,4.37
0.31,Premium,D,SI1,61.1,57,732,4.36,4.35,2.66
0.71,Fair,F,SI1,57,68,2198,6.05,5.87,3.4
0.55,Ideal,F,VS2,61.1,56,1819,5.31,5.27,3.23
0.41,Good,F,VVS2,58.6,60,1172,4.83,4.87,2.84
1,Premium,E,SI1,61.1,60,5174,6.47,6.42,3.94
0.32,Ideal,H,VS2,62,55,505,4.38,4.4,2.72
0.3,Ideal,D,VS2,61.3,57,911,4.36,4.32,2.66
0.32,Premium,H,VS2,60.7,58,648,4.46,4.43,2.7
0.7,Very Good,E,SI2,61.1,62,2230,5.68,5.72,3.48
0.51,Premium,E,VS1,61.3,58,1928,5.17,5.14,3.16
0.31,Premium,D,VVS1,61.2,59,1075,4.38,4.35,2.67
1.02,Good,E,VS1,63.9,56,7602,6.33,6.38,4.06
0.5,Good,F,VS2,62.8,61,1447,4.94,5,3.12
2.02,Very Good,J,SI1,63,56,12267,7.95,8.01,5.03
0.42,Ideal,G,VVS1,60.9,55,1023,4.83,4.89,2.96
0.36,Ideal,H,SI1,61.4,56,684,4.56,4.59,2.81
0.32,Ideal,D,SI2,61.7,55,477,4.38,4.4,2.71
1.11,Ideal,F,VS2,62.2,54,9144,6.62,6.69,4.14
0.56,Ideal,H,VS2,62.4,56,1687,5.27,5.23,3.28
0.72,Fair,F,VS1,56.9,69,2879,5.93,5.77,3.33
0.3,Very Good,G,VVS2,63.2,57,878,4.27,4.24,2.69
0.56,Ideal,G,VS1,60.7,55,1855,5.33,5.36,3.25
0.53,Ideal,D,SI2,61.9,55,1412,5.24,5.19,3.23
1,Very Good,F,IF,60.1,57,10346,6.45,6.52,3.9
0.52,Ideal,E,VS2,62.6,57,1689,5.09,5.17,3.21
1.01,Premium,E,SI2,61.5,58,4666,6.4,6.43,3.95
0.72,Very Good,E,SI2,59.4,63,2125,5.87,5.82,3.47
0.9,Premium,F,I1,61.9,59,2316,6.18,6.16,3.82
0.41,Ideal,I,VVS2,61.6,55,788,4.78,4.8,2.95
1.59,Ideal,J,SI1,61.3,57,7943,7.43,7.52,4.58
0.78,Very Good,H,SI2,63.5,56,2265,5.82,5.86,3.71
1.01,Premium,H,SI2,60.3,59,3676,6.51,6.45,3.91
0.7,Premium,G,VS1,61,59,2512,5.68,5.77,3.49
2.05,Premium,D,SI1,60.4,58,17776,8.26,8.16,4.96
0.53,Very Good,D,SI1,61.4,57,1631,5.2,5.26,3.21
1.5,Good,H,SI2,58.4,62,7714,7.44,7.49,4.36
1.01,Premium,G,SI2,60.1,60,4270,6.48,6.44,3.88
0.27,Very Good,E,VS1,62.9,56,470,4.12,4.15,2.6
0.33,Very Good,E,VS2,61.9,58,627,4.42,4.47,2.75
0.52,Very Good,G,SI1,61.7,57,1311,5.13,5.16,3.17
0.4,Good,F,VS2,62.2,61,784,4.71,4.74,2.94
1.16,Ideal,I,SI2,62.4,55,3800,6.76,6.69,4.2
0.38,Ideal,F,VS1,61.5,55,988,4.68,4.69,2.88
1.01,Good,E,VS2,56.7,61,6606,6.71,6.66,3.79
0.32,Ideal,G,VVS1,62.2,53,814,4.42,4.45,2.76
0.72,Good,G,VS2,59.7,60.5,2776,5.8,5.84,3.47
0.91,Very Good,G,VVS2,63.4,58,4849,6.1,6.14,3.88
0.34,Ideal,D,VS2,62,55,1033,4.49,4.45,2.77
1.51,Premium,I,VS1,61.1,61,10401,7.37,7.32,4.49
0.7,Very Good,E,VS2,58.8,56,2473,5.79,5.84,3.42
2.01,Very Good,J,SI1,60.3,58,12392,8.11,8.17,4.91
1.03,Ideal,G,VS1,62.1,57,6558,6.44,6.47,4.01
1.7,Ideal,G,VS2,62.9,55,15756,7.66,7.6,4.8
0.46,Premium,E,VS1,61.9,58,1372,4.91,4.94,3.05
1.64,Fair,E,SI2,63.1,60,8954,7.58,7.5,4.75
0.38,Ideal,I,VVS2,62,54.5,768,4.66,4.69,2.9
0.7,Ideal,H,IF,61.3,59,3309,5.69,5.72,3.5
0.51,Ideal,G,VS1,62.5,57,1577,5.08,5.1,3.18
0.35,Ideal,E,SI1,61,57,614,4.54,4.57,2.78
0.5,Premium,F,SI1,59.6,60,1378,5.15,5.12,3.06
1.01,Good,H,SI1,64,58,4116,6.31,6.37,4.06
0.35,Ideal,J,VS1,62.6,53.7,483,4.51,4.54,2.83
0.32,Ideal,D,VS2,61,57,758,4.42,4.46,2.71
1.5,Ideal,H,VS1,62.4,56,12702,7.29,7.34,4.57
0.5,Very Good,D,VS2,61.1,58,1565,5.09,5.18,3.14
0.47,Very Good,E,VS2,62.6,57,1320,4.92,4.95,3.09
0.34,Premium,I,SI1,60.2,59,574,4.55,4.52,2.73
0.33,Good,H,SI2,63.5,57,416,4.36,4.39,2.78
0.42,Very Good,F,SI1,60.6,58,753,4.81,4.89,2.94
0.52,Premium,F,SI1,59.5,59,1338,5.31,5.24,3.14
1.51,Very Good,F,SI2,63.4,57,9471,7.29,7.25,4.61
1.01,Very Good,H,SI2,58.8,58,4166,6.57,6.62,3.88
1.51,Good,F,VS2,61,63,13010,7.32,7.39,4.49
0.5,Ideal,G,VS2,62,56,1449,5.08,5.11,3.16
1.2,Very Good,I,VVS2,61.7,63,5107,6.72,6.7,4.13
0.58,Ideal,F,SI1,60.9,55,1569,5.39,5.41,3.29
0.31,Ideal,D,VVS2,60.9,57,997,4.42,4.38,2.68
0.9,Premium,F,SI2,59.9,59,3803,6.32,6.27,3.77
1.59,Premium,E,SI2,62.3,58,6010,7.42,7.37,4.61
1.53,Very Good,H,SI1,61.1,57,10468,7.44,7.45,4.55
0.55,Ideal,E,VS2,62,56,1639,5.26,5.25,3.26
1,Very Good,E,SI1,59.2,59,5718,6.49,6.55,3.86
1.61,Ideal,G,VS2,62.2,56,9521,7.57,7.5,4.69
0.32,Ideal,F,VS2,61.9,57,688,4.36,4.37,2.71
0.83,Ideal,H,VS2,61.3,54,2975,6.1,6.06,3.73
1.02,Good,G,VVS2,62.3,60,7292,6.38,6.49,4.01
0.3,Ideal,E,VS2,62.6,56,844,4.34,4.29,2.7
0.59,Premium,E,VS2,62.5,56,2578,5.4,5.36,3.36
1.91,Ideal,G,SI2,62.2,55,12816,7.94,7.9,4.93
0.37,Ideal,H,VS2,60.7,58,603,4.64,4.68,2.83
1.01,Very Good,E,SI1,62.9,60,5499,6.35,6.43,4.02
0.78,Ideal,E,SI1,62.7,55,3067,5.87,5.9,3.69
